Target_name	Target_accession	Query_name	Query_accession	Full_seq_evalue	Full_seq_score	Full_seq_bias	Best_1_dom_evalue	Best_1_dom_score	Best_1_dom_bias	exp	reg	clu	ov	env	dom	rep	inc	Description_of_target
Cytochrome_CBB3	PF13442.8	1gjq_A	-	5.2e-11	42.8	0.0	1.6e-10	41.3	0.0	1.9	1	0	0	1	1	1	1	"Cytochrome C oxidase, cbb3-type, subunit III"
zf-C4	PF00105.20	1glu_A	-	4.8e-30	103.9	12.4	5.5e-30	103.7	12.4	1.0	1	0	0	1	1	1	1	"Zinc finger, C4 type (two domains)"
MAD	PF05557.15	1go4_G	-	1.1e-29	103.4	5.9	1.2e-29	103.3	5.9	1.0	1	0	0	1	1	1	1	"Mitotic checkpoint protein"
Mur_ligase	PF01225.27	1gqy_B	-	6.1e-31	106.7	1.1	6.1e-31	106.7	1.1	1.8	2	0	0	2	2	1	1	"Mur ligase family, catalytic domain"
Mur_ligase_M	PF08245.14	1gqy_B	-	5.5e-28	98.4	0.4	1e-27	97.5	0.4	1.4	1	1	0	1	1	1	1	"Mur ligase middle domain"
Mur_ligase_C	PF02875.23	1gqy_B	-	1.1e-22	80.1	0.0	9.9e-22	77.1	0.0	2.4	2	0	0	2	2	1	1	"Mur ligase family, glutamate ligase domain"
Lipocalin	PF00061.25	1gt4_A	-	1.1e-19	71.2	3.2	1.2e-19	71.0	3.2	1.0	1	0	0	1	1	1	1	"Lipocalin / cytosolic fatty-acid binding protein family"
Peripla_BP_4	PF13407.8	1gub_A	-	4.1e-59	200.4	11.8	5e-59	200.1	11.8	1.0	1	0	0	1	1	1	1	"Periplasmic binding protein domain"
Peripla_BP_1	PF00532.23	1gub_A	-	1.6e-19	70.5	0.6	2.1e-19	70.1	0.6	1.1	1	0	0	1	1	1	1	"Periplasmic binding proteins and sugar binding domain of LacI family"
Peripla_BP_3	PF13377.8	1gub_A	-	4.7e-09	36.8	0.1	9e-09	35.9	0.1	1.4	1	0	0	1	1	1	1	"Periplasmic binding protein-like domain"
bZIP_2	PF07716.17	1h89_A	-	2.5e-17	62.8	14.0	3.2e-17	62.4	14.0	1.2	1	0	0	1	1	1	1	"Basic region leucine zipper"
bZIP_1	PF00170.23	1h89_A	-	2.3e-06	27.7	11.5	2.7e-06	27.5	11.5	1.1	1	0	0	1	1	0	0	"bZIP transcription factor"
RnaseA	PF00074.22	1h8x_A	-	5.3e-44	149.6	10.3	6e-44	149.4	10.3	1.0	1	0	0	1	1	1	1	"Pancreatic ribonuclease"
PRD	PF00874.22	1h99_A	-	2e-44	149.9	11.5	1.1e-24	86.7	0.1	2.2	2	0	0	2	2	2	2	"PRD domain"
MinC_C	PF03775.18	1hf2_B	-	9.6e-25	86.6	5.6	1.6e-24	85.9	5.6	1.4	1	0	0	1	1	1	1	"Septum formation inhibitor MinC, C-terminal domain"
C1-set	PF07654.17	1hkl_H	-	2.5e-19	69.5	0.7	1.1e-16	61.0	0.0	2.8	2	1	0	3	3	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	1hkl_H	-	1e-13	51.5	2.8	4.7e-13	49.4	0.3	2.6	3	0	0	3	3	1	1	"Immunoglobulin V-set domain"
Ig_3	PF13927.8	1hkl_H	-	5.6e-10	39.7	3.3	5.9e-05	23.6	0.3	2.7	2	1	0	2	2	0	0	"Immunoglobulin domain"
ig	PF00047.27	1hkl_H	-	7.5e-10	39.0	4.6	0.00076	19.7	0.2	3.1	2	2	0	2	2	0	0	"Immunoglobulin domain"
V-ATPase_H_N	PF03224.16	1ho8_A	-	3.7e-61	207.2	14.8	3.7e-61	207.2	14.8	1.5	2	0	0	2	2	1	1	"V-ATPase subunit H"
V-ATPase_H_C	PF11698.10	1ho8_A	-	1.1e-41	141.8	0.1	1.1e-41	141.8	0.1	3.6	3	1	2	5	5	1	1	"V-ATPase subunit H"
Serpin	PF00079.22	1hp7_A	-	1.1e-120	403.5	1.8	1.2e-120	403.3	1.8	1.0	1	0	0	1	1	1	1	"Serpin (serine protease inhibitor)"
Ferritin	PF00210.26	1hrs_A	-	3.9e-29	101.6	0.7	4.6e-29	101.3	0.7	1.1	1	0	0	1	1	1	1	"Ferritin-like domain"
Arf	PF00025.23	1hur_A	-	4.2e-79	264.1	0.1	5.1e-79	263.9	0.1	1.0	1	0	0	1	1	1	1	"ADP-ribosylation factor family"
SRPRB	PF09439.12	1hur_A	-	9.4e-15	54.6	0.0	1.2e-14	54.3	0.0	1.0	1	0	0	1	1	1	1	"Signal recognition particle receptor beta subunit"
Roc	PF08477.15	1hur_A	-	5.2e-14	52.6	0.0	7.1e-14	52.2	0.0	1.2	1	0	0	1	1	1	1	"Ras of Complex, Roc, domain of DAPkinase"
Ras	PF00071.24	1hur_A	-	7.1e-13	48.6	0.0	7.6e-13	48.5	0.0	1.1	1	0	0	1	1	1	1	"Ras family"
Gtr1_RagA	PF04670.14	1hur_A	-	7.8e-10	38.6	0.0	9.8e-10	38.3	0.0	1.1	1	0	0	1	1	1	1	"Gtr1/RagA G protein conserved region"
MMR_HSR1	PF01926.25	1hur_A	-	9.9e-06	25.7	0.0	1.5e-05	25.1	0.0	1.3	1	0	0	1	1	1	1	"50S ribosome-binding GTPase"
MHC_I	PF00129.20	1hyr_C	-	7.8e-25	87.6	0.6	2.5e-24	85.9	0.5	1.7	2	0	0	2	2	1	1	"Class I Histocompatibility antigen, domains alpha 1 and 2"
C1-set	PF07654.17	1hyr_C	-	6.7e-11	42.5	1.2	2.1e-10	40.9	0.1	2.1	2	0	0	2	2	1	1	"Immunoglobulin C1-set domain"
CSD	PF00313.24	1hza_A	-	1.8e-30	104.7	3.0	2e-30	104.6	3.0	1.0	1	0	0	1	1	1	1	"'Cold-shock' DNA-binding domain"
C1-set	PF07654.17	1hzh_H	-	4.3e-71	235.4	7.2	3.4e-30	104.3	0.1	3.8	4	0	0	4	4	3	3	"Immunoglobulin C1-set domain"
Ig_3	PF13927.8	1hzh_H	-	2.2e-17	63.5	7.9	0.00016	22.2	0.1	4.6	4	1	0	4	4	0	0	"Immunoglobulin domain"
C2-set_2	PF08205.14	1hzh_H	-	2.3e-16	59.7	1.4	8.4e-07	29.1	0.0	3.5	3	0	0	3	3	1	1	"CD80-like C2-set immunoglobulin domain"
ig	PF00047.27	1hzh_H	-	1.3e-10	41.4	7.7	0.0035	17.6	0.2	4.5	4	1	0	4	4	0	0	"Immunoglobulin domain"
V-set	PF07686.19	1hzh_H	-	2.4e-10	40.7	0.1	2.4e-10	40.7	0.1	3.7	6	0	0	6	6	1	1	"Immunoglobulin V-set domain"
I-set	PF07679.18	1hzh_H	-	3.9e-07	30.2	1.2	0.69	10.1	0.1	4.2	4	0	0	4	4	0	0	"Immunoglobulin I-set domain"
TFIIF_alpha	PF05793.14	1i27_A	-	9.5e-31	107.1	1.2	1.1e-30	106.9	1.2	1.0	1	0	0	1	1	1	1	"Transcription initiation factor IIF, alpha subunit (TFIIF-alpha)"
Prion	PF00377.20	1i4m_A	-	1.9e-30	105.3	6.9	2.3e-30	105.0	6.9	1.0	1	0	0	1	1	1	1	"Prion/Doppel alpha-helical domain"
Ribosomal_S2	PF00318.22	1i97_B	-	5e-90	300.6	0.0	6.3e-90	300.2	0.0	1.1	1	0	0	1	1	1	1	"Ribosomal protein S2"
C1-set	PF07654.17	1i9r_L	-	2.4e-24	85.6	1.1	4.1e-24	84.8	0.5	1.7	2	0	0	2	2	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	1i9r_L	-	6e-21	74.8	1.6	2e-19	69.9	0.0	2.4	2	1	0	2	2	1	1	"Immunoglobulin V-set domain"
Ig_3	PF13927.8	1i9r_L	-	1.5e-15	57.6	2.9	1.4e-07	32.1	0.1	2.3	2	0	0	2	2	1	1	"Immunoglobulin domain"
ig	PF00047.27	1i9r_L	-	5.5e-13	49.0	1.9	5.4e-07	29.8	0.1	2.4	2	1	0	2	2	1	1	"Immunoglobulin domain"
Ig_2	PF13895.8	1i9r_L	-	3e-07	30.8	2.8	0.0031	17.9	0.2	2.5	2	1	0	2	2	0	0	"Immunoglobulin domain"
I-set	PF07679.18	1i9r_L	-	5e-07	29.8	0.5	0.007	16.5	0.0	2.7	2	1	0	2	2	0	0	"Immunoglobulin I-set domain"
C2-set_2	PF08205.14	1i9r_L	-	0.00015	21.8	1.6	0.00082	19.5	0.2	2.3	2	1	0	2	2	0	0	"CD80-like C2-set immunoglobulin domain"
Transferrin	PF00405.19	1iej_A	-	1.5e-158	527.3	0.5	1.7e-158	527.1	0.5	1.0	1	0	0	1	1	1	1	"Transferrin"
Phosphonate-bd	PF12974.9	1iej_A	-	1.8e-07	31.0	0.0	5.3e-07	29.5	0.0	1.7	1	1	0	1	1	1	1	"ABC transporter, phosphonate, periplasmic substrate-binding protein"
C1-set	PF07654.17	1igt_B	-	7.1e-66	218.7	13.5	2.2e-29	101.7	0.8	3.9	4	1	0	4	4	3	3	"Immunoglobulin C1-set domain"
C2-set_2	PF08205.14	1igt_B	-	1.9e-16	59.9	3.4	1.7e-05	24.9	0.0	3.5	3	0	0	3	3	1	1	"CD80-like C2-set immunoglobulin domain"
V-set	PF07686.19	1igt_B	-	1e-15	57.9	8.5	6.1e-15	55.4	0.2	3.9	4	1	0	4	4	1	1	"Immunoglobulin V-set domain"
Ig_3	PF13927.8	1igt_B	-	3.7e-15	56.3	9.6	0.00069	20.2	0.2	4.7	4	1	0	4	4	0	0	"Immunoglobulin domain"
ig	PF00047.27	1igt_B	-	3.7e-10	39.9	9.7	0.00054	20.2	0.1	5.0	4	3	0	4	4	0	0	"Immunoglobulin domain"
I-set	PF07679.18	1igt_B	-	1.6e-07	31.4	3.0	0.26	11.5	0.1	4.5	4	1	0	4	4	0	0	"Immunoglobulin I-set domain"
C1-set	PF07654.17	1igy_B	-	8.4e-64	212.0	8.7	2.2e-29	101.7	0.1	4.0	4	1	0	4	4	3	3	"Immunoglobulin C1-set domain"
Ig_3	PF13927.8	1igy_B	-	1.7e-17	63.8	13.3	8.2e-05	23.1	0.3	4.8	4	2	0	4	4	0	0	"Immunoglobulin domain"
C2-set_2	PF08205.14	1igy_B	-	1.9e-17	63.2	2.8	9.5e-07	28.9	0.0	3.8	4	0	0	4	4	1	1	"CD80-like C2-set immunoglobulin domain"
V-set	PF07686.19	1igy_B	-	1.6e-13	50.9	5.7	2.5e-13	50.2	0.3	3.5	4	1	0	4	4	1	1	"Immunoglobulin V-set domain"
ig	PF00047.27	1igy_B	-	2.9e-13	49.9	9.8	0.002	18.4	0.2	4.9	4	1	0	4	4	0	0	"Immunoglobulin domain"
I-set	PF07679.18	1igy_B	-	6.6e-09	35.8	2.2	0.057	13.6	0.1	4.4	4	0	0	4	4	0	0	"Immunoglobulin I-set domain"
Ig_2	PF13895.8	1igy_B	-	1.2e-07	32.0	10.0	0.013	15.9	0.1	5.0	4	1	0	4	4	0	0	"Immunoglobulin domain"
tRNA-synt_1	PF00133.24	1ivs_A	-	2e-184	614.3	0.0	6.1e-183	609.4	0.0	2.3	1	1	0	1	1	1	1	"tRNA synthetases class I (I, L, M and V)"
Anticodon_1	PF08264.15	1ivs_A	-	2.5e-37	128.3	0.0	4.1e-37	127.6	0.0	1.4	1	0	0	1	1	1	1	"Anticodon-binding domain of tRNA ligase"
tRNA-synt_1g	PF09334.13	1ivs_A	-	2.5e-24	85.8	0.1	2.8e-08	33.0	0.0	3.9	3	1	0	3	3	2	2	"tRNA synthetases class I (M)"
Val_tRNA-synt_C	PF10458.11	1ivs_A	-	1.6e-21	76.4	9.5	4.4e-21	75.0	9.5	1.8	1	0	0	1	1	1	1	"Valyl tRNA synthetase tRNA binding arm"
tRNA-synt_1_2	PF13603.8	1ivs_A	-	1e-05	25.2	0.0	4.7e-05	23.1	0.0	1.9	1	1	1	2	2	0	0	"Leucyl-tRNA synthetase, Domain 2"
LysR_substrate	PF03466.22	1iz1_B	-	6.1e-32	110.8	1.1	1.6e-31	109.4	0.3	1.8	2	0	0	2	2	1	1	"LysR substrate binding domain"
HTH_1	PF00126.29	1iz1_B	-	1.2e-22	79.7	0.4	1.2e-22	79.7	0.4	2.4	2	0	0	2	2	1	1	"Bacterial regulatory helix-turn-helix protein, lysR family"
EF-hand_7	PF13499.8	1j1d_D	-	6.4e-28	97.1	9.9	3.3e-16	59.6	6.2	2.2	2	0	0	2	2	2	2	"EF-hand domain pair"
EF-hand_8	PF13833.8	1j1d_D	-	3.4e-26	90.9	14.0	6.8e-13	48.3	0.2	3.3	1	1	2	3	3	3	3	"EF-hand domain pair"
EF-hand_1	PF00036.34	1j1d_D	-	1.6e-25	86.8	24.5	4.6e-08	32.1	1.1	4.8	5	0	0	5	5	3	3	"EF hand"
EF-hand_6	PF13405.8	1j1d_D	-	2.6e-20	70.5	14.0	6.6e-08	31.9	0.4	4.8	3	1	2	5	5	1	1	"EF-hand domain"
EF-hand_5	PF13202.8	1j1d_D	-	1.6e-16	59.0	22.3	8.8e-07	28.2	0.3	5.0	4	1	1	5	5	3	3	"EF hand"
EF-hand_9	PF14658.8	1j1d_D	-	1.5e-13	51.0	1.1	5.6e-06	26.7	0.3	2.2	2	0	0	2	2	0	0	"EF-hand domain"
EF-hand_4	PF12763.9	1j1d_D	-	6.8e-07	29.3	6.9	0.011	15.8	0.0	3.1	1	1	2	3	3	0	0	"Cytoskeletal-regulatory complex EF hand"
SPARC_Ca_bdg	PF10591.11	1j1d_D	-	2.2e-05	24.9	1.2	0.00089	19.7	0.5	2.1	1	1	1	2	2	0	0	"Secreted protein acidic and rich in cysteine Ca binding region"
Peptidase_S24	PF00717.25	1jhc_A	-	8.2e-32	109.5	0.0	1e-31	109.2	0.0	1.1	1	0	0	1	1	1	1	"Peptidase S24-like"
HMA	PF00403.28	1jk9_B	-	1.9e-13	50.7	0.1	4.7e-13	49.4	0.1	1.7	1	0	0	1	1	1	1	"Heavy-metal-associated domain"
Usp	PF00582.28	1jmv_A	-	1e-20	74.8	0.1	1.2e-20	74.6	0.1	1.0	1	0	0	1	1	1	1	"Universal stress protein family"
YgbB	PF02542.18	1jn1_A	-	3.5e-68	228.9	0.2	3.9e-68	228.7	0.2	1.0	1	0	0	1	1	1	1	"YgbB family"
C1-set	PF07654.17	1jnh_B	-	1.2e-16	60.9	0.7	6.8e-16	58.5	0.1	2.4	3	0	0	3	3	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	1jnh_B	-	2e-14	53.8	1.1	1.7e-13	50.8	0.2	2.1	2	0	0	2	2	1	1	"Immunoglobulin V-set domain"
Ig_3	PF13927.8	1jnh_B	-	2.6e-08	34.4	5.0	0.00029	21.4	0.3	2.8	2	2	0	2	2	0	0	"Immunoglobulin domain"
ig	PF00047.27	1jnh_B	-	5.2e-05	23.4	4.1	0.19	12.0	0.5	3.1	2	2	0	2	2	0	0	"Immunoglobulin domain"
C1-set	PF07654.17	1jps_H	-	7e-18	64.9	0.0	1.2e-16	60.9	0.0	2.3	2	0	0	2	2	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	1jps_H	-	6.1e-15	55.4	0.2	1.3e-13	51.1	0.0	2.6	3	0	0	3	3	1	1	"Immunoglobulin V-set domain"
ig	PF00047.27	1jps_H	-	1.3e-08	34.9	0.4	0.00082	19.6	0.2	3.0	2	2	0	2	2	0	0	"Immunoglobulin domain"
Ig_3	PF13927.8	1jps_H	-	2.2e-08	34.6	0.6	0.014	16.0	0.0	2.8	2	1	0	2	2	0	0	"Immunoglobulin domain"
Phage_lysozyme	PF00959.21	1jtn_A	-	7.4e-25	87.6	1.4	1.6e-24	86.5	0.1	1.9	2	0	0	2	2	1	1	"Phage lysozyme"
C1-set	PF07654.17	1jvk_A	-	1.2e-30	105.8	0.3	2.3e-30	104.9	0.3	1.5	1	0	0	1	1	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	1jvk_A	-	2.1e-20	73.0	2.4	1.1e-19	70.7	0.2	2.4	2	1	0	2	2	1	1	"Immunoglobulin V-set domain"
Ig_3	PF13927.8	1jvk_A	-	1.3e-10	41.8	6.9	0.00014	22.4	0.8	2.5	2	1	0	2	2	0	0	"Immunoglobulin domain"
ig	PF00047.27	1jvk_A	-	5.3e-08	33.0	2.3	0.00099	19.3	0.3	2.4	2	1	0	2	2	0	0	"Immunoglobulin domain"
I-set	PF07679.18	1jvk_A	-	7.4e-08	32.4	0.2	0.0015	18.7	0.0	2.3	2	0	0	2	2	0	0	"Immunoglobulin I-set domain"
C2-set_2	PF08205.14	1jvk_A	-	0.00019	21.5	2.2	0.00042	20.4	0.4	2.3	3	0	0	3	3	0	0	"CD80-like C2-set immunoglobulin domain"
Fib_alpha	PF08702.12	1jy2_S	-	4.7e-17	62.6	0.2	4.9e-17	62.5	0.2	1.0	1	0	0	1	1	1	1	"Fibrinogen alpha/beta chain family"
NUDIX	PF00293.30	1k2e_A	-	6.9e-13	48.9	0.2	1.1e-12	48.3	0.2	1.2	1	0	0	1	1	1	1	"NUDIX domain"
Focal_AT	PF03623.15	1k40_A	-	2.9e-56	189.2	2.2	3.2e-56	189.0	2.2	1.0	1	0	0	1	1	1	1	"Focal adhesion targeting region"
B1	PF02246.17	1k50_A	-	6.5e-37	125.5	4.4	7.1e-37	125.4	4.4	1.0	1	0	0	1	1	1	1	"Protein L b1 domain"
B1	PF02246.17	1k53_A	-	2.4e-36	123.7	3.2	2.8e-36	123.5	3.2	1.0	1	0	0	1	1	1	1	"Protein L b1 domain"
Integrase_Zn	PF02022.21	1k6y_B	-	1.3e-16	60.3	0.0	2.3e-16	59.6	0.0	1.4	1	0	0	1	1	1	1	"Integrase Zinc binding domain"
rve	PF00665.28	1k6y_B	-	2e-12	47.3	0.0	3.7e-12	46.5	0.0	1.4	1	0	0	1	1	1	1	"Integrase core domain"
Anthrax_toxA	PF03497.18	1k93_C	-	7.2e-67	225.0	0.6	7.2e-67	225.0	0.6	2.0	3	0	0	3	3	1	1	"Anthrax toxin LF subunit"
PK_Tyr_Ser-Thr	PF07714.19	1k9a_B	-	5e-89	298.1	0.0	6.3e-89	297.8	0.0	1.1	1	0	0	1	1	1	1	"Protein tyrosine and serine/threonine kinase"
Pkinase	PF00069.27	1k9a_B	-	2e-45	155.3	0.0	2.9e-45	154.8	0.0	1.1	1	0	0	1	1	1	1	"Protein kinase domain"
SH2	PF00017.26	1k9a_B	-	1.2e-24	86.3	0.0	2.6e-24	85.2	0.0	1.6	1	0	0	1	1	1	1	"SH2 domain"
SH3_1	PF00018.30	1k9a_B	-	2.2e-13	49.7	0.0	4e-13	48.8	0.0	1.5	1	0	0	1	1	1	1	"SH3 domain"
SH3_9	PF14604.8	1k9a_B	-	1.3e-07	31.5	0.0	3.1e-07	30.3	0.0	1.7	1	0	0	1	1	1	1	"Variant SH3 domain"
SH3_2	PF07653.19	1k9a_B	-	3.2e-06	26.9	0.0	6.7e-06	25.9	0.0	1.5	1	0	0	1	1	1	1	"Variant SH3 domain"
CTP_transf_like	PF01467.28	1kaq_A	-	8.9e-36	123.3	0.0	1e-35	123.1	0.0	1.1	1	0	0	1	1	1	1	"Cytidylyltransferase-like"
C1-set	PF07654.17	1kno_B	-	8.2e-17	61.4	0.0	8.3e-16	58.2	0.1	2.1	2	0	0	2	2	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	1kno_B	-	8.6e-13	48.5	0.3	1.2e-11	44.8	0.0	2.1	2	0	0	2	2	1	1	"Immunoglobulin V-set domain"
Tap-RNA_bind	PF09162.12	1koo_C	-	3e-38	129.7	0.2	4.9e-38	129.0	0.2	1.4	1	0	0	1	1	1	1	"Tap, RNA-binding"
LRR_4	PF12799.9	1koo_C	-	2e-06	28.1	6.7	0.00034	21.0	1.4	2.6	2	0	0	2	2	0	0	"Leucine Rich repeats (2 copies)"
CMAS	PF02353.22	1kph_B	-	1.5e-126	421.3	0.0	1.7e-126	421.2	0.0	1.0	1	0	0	1	1	1	1	"Mycolic acid cyclopropane synthetase"
Methyltransf_25	PF13649.8	1kph_B	-	4.8e-10	40.1	0.0	9.3e-10	39.2	0.0	1.5	1	0	0	1	1	1	1	"Methyltransferase domain"
Methyltransf_23	PF13489.8	1kph_B	-	7e-09	35.8	0.0	1.1e-08	35.1	0.0	1.4	1	1	0	1	1	1	1	"Methyltransferase domain"
Methyltransf_11	PF08241.14	1kph_B	-	1.7e-08	35.0	0.0	3.6e-08	34.0	0.0	1.6	1	0	0	1	1	1	1	"Methyltransferase domain"
Methyltransf_12	PF08242.14	1kph_B	-	5e-07	30.5	0.0	8.5e-07	29.7	0.0	1.4	1	0	0	1	1	0	0	"Methyltransferase domain"
Sigma70_r2	PF04542.16	1ku2_A	-	7.3e-21	73.8	0.5	1.4e-20	73.0	0.5	1.5	1	0	0	1	1	1	1	"Sigma-70 region 2"
Sigma70_r1_2	PF00140.22	1ku2_A	-	2.4e-16	59.5	1.7	5.3e-16	58.4	0.7	2.2	2	0	0	2	2	1	1	"Sigma-70 factor, region 1.2"
Sigma70_r3	PF04539.18	1ku2_A	-	4.1e-15	55.7	0.3	4.1e-15	55.7	0.3	2.6	3	0	0	3	3	1	1	"Sigma-70 region 3"
Sigma70_r4	PF04545.18	1ku7_A	-	5.8e-20	70.6	1.1	8e-20	70.2	1.1	1.2	1	0	0	1	1	1	1	"Sigma-70, region 4"
Histone	PF00125.26	1kx5_A	-	1.8e-52	177.3	3.1	2e-52	177.1	3.1	1.0	1	0	0	1	1	1	1	"Core histone H2A/H2B/H3/H4"
CENP-T_C	PF15511.8	1kx5_B	-	6.7e-08	32.7	0.1	8.2e-08	32.4	0.1	1.2	1	1	0	1	1	1	1	"Centromere kinetochore component CENP-T histone fold"
TAF	PF02969.19	1kx5_B	-	1.9e-05	24.8	0.2	2.7e-05	24.4	0.2	1.4	1	1	0	1	1	1	1	"TATA box binding protein associated factor (TAF)"
Histone	PF00125.26	1kx5_D	-	3.3e-25	89.0	0.8	4.2e-25	88.7	0.8	1.1	1	0	0	1	1	1	1	"Core histone H2A/H2B/H3/H4"
CBFD_NFYB_HMF	PF00808.25	1kx5_D	-	1.1e-06	28.9	1.9	1.1e-06	28.8	0.0	1.9	2	0	0	2	2	1	1	"Histone-like transcription factor (CBF/NF-Y) and archaeal histone"
Autoind_bind	PF03472.17	1l3l_A	-	3.1e-24	85.2	0.2	4.6e-24	84.7	0.2	1.2	1	0	0	1	1	1	1	"Autoinducer binding domain"
GerE	PF00196.21	1l3l_A	-	5.5e-18	64.4	0.0	8.7e-18	63.8	0.0	1.3	1	0	0	1	1	1	1	"Bacterial regulatory proteins, luxR family"
Bac_DnaA	PF00308.20	1l8q_A	-	1.6e-69	234.2	2.5	1.8e-69	234.1	1.4	1.6	1	1	1	2	2	1	1	"Bacterial dnaA protein"
Bac_DnaA_C	PF08299.13	1l8q_A	-	1.6e-25	89.0	1.8	2.9e-25	88.2	1.8	1.5	1	0	0	1	1	1	1	"Bacterial dnaA protein helix-turn-helix"
IstB_IS21	PF01695.19	1l8q_A	-	8.8e-12	45.1	0.7	1.9e-11	44.0	0.0	1.8	2	0	0	2	2	1	1	"IstB-like ATP binding protein"
AAA	PF00004.31	1l8q_A	-	6.6e-06	26.7	0.2	2.2e-05	25.0	0.0	2.0	2	0	0	2	2	1	1	"ATPase family associated with various cellular activities (AAA)"
SH2	PF00017.26	1lck_A	-	1.1e-25	89.5	0.0	1.6e-25	89.1	0.0	1.2	1	0	0	1	1	1	1	"SH2 domain"
SH3_1	PF00018.30	1lck_A	-	4.6e-14	51.8	0.0	8.2e-14	51.0	0.0	1.4	1	0	0	1	1	1	1	"SH3 domain"
SH3_2	PF07653.19	1lck_A	-	1.8e-08	34.2	0.1	5.8e-08	32.5	0.0	1.8	2	0	0	2	2	1	1	"Variant SH3 domain"
C1-set	PF07654.17	1lil_A	-	8.6e-31	106.2	1.9	2e-30	105.0	0.3	2.2	3	0	0	3	3	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	1lil_A	-	7.2e-20	71.3	2.1	4.7e-19	68.7	0.1	2.5	2	1	0	2	2	1	1	"Immunoglobulin V-set domain"
Ig_3	PF13927.8	1lil_A	-	1e-11	45.3	7.2	1.1e-05	26.0	0.7	2.5	2	1	0	2	2	0	0	"Immunoglobulin domain"
ig	PF00047.27	1lil_A	-	5.2e-11	42.7	4.0	4.7e-05	23.6	0.2	2.7	2	1	0	2	2	1	1	"Immunoglobulin domain"
I-set	PF07679.18	1lil_A	-	5.3e-10	39.3	0.4	8.5e-06	25.8	0.0	2.2	2	0	0	2	2	1	1	"Immunoglobulin I-set domain"
C2-set_2	PF08205.14	1lil_A	-	9.8e-06	25.6	3.4	0.00025	21.2	0.5	2.3	2	0	0	2	2	1	1	"CD80-like C2-set immunoglobulin domain"
Lipase	PF00151.21	1lpb_B	-	4.6e-159	529.3	0.0	5.4e-159	529.0	0.0	1.0	1	0	0	1	1	1	1	"Lipase"
PLAT	PF01477.25	1lpb_B	-	9.4e-16	58.5	0.2	1.8e-15	57.6	0.2	1.5	1	0	0	1	1	1	1	"PLAT/LH2 domain"
COesterase	PF00135.30	1lpm_A	-	1e-74	252.4	0.0	4.1e-74	250.4	0.0	1.7	1	1	0	1	1	1	1	"Carboxylesterase family"
Abhydrolase_3	PF07859.15	1lpm_A	-	5e-06	26.6	0.1	1.9e-05	24.7	0.1	1.9	1	1	0	1	1	1	1	"alpha/beta hydrolase fold"
SBP_bac_3	PF00497.22	1lst_A	-	2.4e-62	210.4	0.9	2.7e-62	210.2	0.9	1.0	1	0	0	1	1	1	1	"Bacterial extracellular solute-binding proteins, family 3"
GSH_synth_ATP	PF03917.19	1m0w_A	-	1.7e-134	448.5	0.1	1.9e-134	448.3	0.1	1.0	1	0	0	1	1	1	1	"Eukaryotic glutathione synthase, ATP binding domain"
GSH_synthase	PF03199.17	1m0w_A	-	1.8e-31	108.8	0.1	4.4e-31	107.6	0.0	1.7	2	0	0	2	2	1	1	"Eukaryotic glutathione synthase"
ATP-gua_Ptrans	PF00217.21	1m15_A	-	8.1e-88	293.5	0.0	1.1e-87	293.2	0.0	1.1	1	0	0	1	1	1	1	"ATP:guanido phosphotransferase, C-terminal catalytic domain"
ATP-gua_PtransN	PF02807.17	1m15_A	-	4.3e-32	110.4	0.0	1.1e-30	105.9	0.0	2.3	2	0	0	2	2	1	1	"ATP:guanido phosphotransferase, N-terminal domain"
Lsm_C	PF14894.8	1m5q_H	-	2.9e-23	81.5	1.2	6.1e-23	80.5	1.2	1.5	1	0	0	1	1	1	1	"Lsm C-terminal"
SM-ATX	PF14438.8	1m5q_H	-	2.6e-11	43.7	0.2	5.5e-11	42.6	0.2	1.6	1	1	0	1	1	1	1	"Ataxin 2 SM domain"
LSM	PF01423.24	1m5q_H	-	1.3e-10	40.9	1.2	2e-10	40.3	1.2	1.6	1	1	0	1	1	1	1	"LSM domain"
SH2	PF00017.26	1m61_A	-	3.6e-41	139.2	0.0	6.7e-21	74.3	0.1	2.2	2	0	0	2	2	2	2	"SH2 domain"
APS_kinase	PF01583.22	1m7g_C	-	1.2e-72	243.1	0.0	1.4e-72	242.8	0.0	1.1	1	0	0	1	1	1	1	"Adenylylsulphate kinase"
AAA_33	PF13671.8	1m7g_C	-	1.3e-06	28.8	0.0	2.3e-06	27.9	0.0	1.4	1	0	0	1	1	1	1	"AAA domain"
ATP-sulfurylase	PF01747.19	1m8p_A	-	1.4e-85	286.2	0.0	2.1e-85	285.6	0.0	1.3	1	0	0	1	1	1	1	"ATP-sulfurylase"
APS_kinase	PF01583.22	1m8p_A	-	1.9e-60	203.5	0.0	2.9e-60	202.8	0.0	1.3	1	0	0	1	1	1	1	"Adenylylsulphate kinase"
