CLUSTER_REP,SUBCLUSTER_REP,SUBCLUSTER_MEMBERS
1amuA,1amuB,"['1amuA']"
4zi5A,4zi5B,"['4zi5A']"
2o0rA,2o0rB,"['2o0rA']"
1kj2B,1kj2B,"['1kb5B', '1kj2E']"
2y8vC,2y8vD,"['2y8vA', '2y8vC', '2y8vB']"
1j0aA,1j0bE,"['1j0aB', '1j0bI', '1j0bG', '1j0bT', '1j0bL', '1j0aA', '1j0bC', '1j0bK', '1j0bF', '1j0bQ', '1j0bN', '1j0bO', '1j0bW', '1j0bJ', '1j0bH', '1j0aC', '1j0bB', '1j0bU', '1j0bD', '1j0bR', '1j0bP', '1j0bX', '1j0bM', '1j0bV', '1j0bS', '1j0bA']"
4ihrA,4igxB,"['4ih2A', '4igyB', '4ihrA', '4igyD', '4igxD', '4igwA', '4igwB', '4igxC', '4igyC', '4igyA', '4ih0A', '4igvA', '4igxA']"
4lf5D,4gkjD,"['2hhhD', '4ji6D', '6capD', '1i95D', '4dv3D', '6mpiD', '4x64D', '1i97D', '1ibmD', '4jyaD', '5wnuD', '4yhhD', '4ji7D', '4dv1D', '6dtiD', '4b3mD', '5wnpD', '4gkkD', '4dr6D', '2uucD', '1hr0D', '2uxcD', '4yy3D', '6caqD', '1jgqG', '4lf4D', '4lf9D', '5wnqD', '4dv6D', '1xnrD', '4ox9D', '1i96D', '2uu9D', '4ji0D', '4duzD', '4b3sD', '4ji1D', '4lfcD', '2uxbD', '4jv5D', '4dr5D', '4ji2D', '4dr7D', '1jgpG', '2vqfD', '4ji5D', '4x62D', '4dv7D', '6ny6D', '5wnsD', '1xmqD', '4khpD', '2f4vD', '5iwaD', '5wnvD', '1xmoD', '6carD', '1n32D', '5br8D', '1hnwD', '4dr1D', '1hnzD', '1n36D', '6mpfD', '1i94D', '2e5lD', '6caoD', '4dv0D', '4ji8D', '4ji4D', '1j5eD', '4k0kD', '4dr2D', '4x66D', '4nxnD', '1ibkD', '1xnqD', '4lf8D', '3t1hD', '4lf7D', '5wntD', '4dr3D', '4lfaD', '4nxmD', '4kvbD', '2uubD', '4dv2D', '1jgoG', '4b3rD', '4x65D', '4dv4D', '2vqeD', '4lf5D', '1iblD', '4duyD', '1hnxD', '6mknD', '2uxdD', '6casD', '4b3tD', '4lf6D', '4aqyD', '1n34D', '4dv5D', '3t1yD', '2zm6D', '4ji3D', '2uuaD', '1fjgD', '4lfbD', '5wnrD', '4dr4D', '3otoD', '1n33D']"
3g64A,3g64A,"['3g64B', '3g64C']"
3up3A,3up3A,"['3up0A', '3up0B']"
6dtiG,1dv4G,"['4ji3G', '3t1yG', '4dr1G', '4x64G', '4aqyG', '4dr7G', '1n36G', '4x62G', '4lf6G', '2hhhG', '5wnqG', '1xnrG', '4dv5G', '2vqfG', '4dr4G', '1iblG', '1jgoJ', '1xmqG', '2uxbG', '4lf7G', '2uucG', '1jgqJ', '4jv5G', '1rssA', '1i97G', '1n32G', '5iwaG', '4ji7G', '4lfaG', '4dr2G', '1jgpJ', '2uubG', '2uxdG', '4dr5G', '6carG', '6capG', '4ji2G', '2uuaG', '4ji8G', '1n34G', '4b3tG', '4yhhG', '1xnqG', '6mknG', '4lf5G', '4lfbG', '4x65G', '4b3mG', '4dv0G', '4ji1G', '4jyaG', '1fjgG', '4b3rG', '6mpfG', '4dr6G', '4dv7G', '3t1hG', '4lfcG', '1i94G', '6ny6G', '4dv3G', '6caoG', '1hnwG', '4dr3G', '2uu9G', '6casG', '5wnsG', '2vqeG', '4nxnG', '4lf4G', '6caqG', '1ibmG', '1xmoG', '3otoG', '5br8G', '4duyG', '2f4vG', '1i95G', '4gkkG', '5wnuG', '4b3sG', '2zm6G', '4ji5G', '5wnpG', '4x66G', '4ji0G', '4ox9G', '1n33G', '4lf9G', '1hnxG', '4kvbG', '2e5lG', '4lf8G', '5wntG', '1hr0G', '5wnvG', '4ji4G', '4dv4G', '4dv1G', '4ji6G', '1i96G', '6dtiG', '4k0kG', '1hnzG', '4yy3G', '4dv2G', '4khpG', '2uxcG', '4nxmG', '5wnrG', '1j5eG', '4duzG', '4gkjG', '6mpiG', '4dv6G', '1ibkG', '1qd7F']"
5fttA,5fttA,"['5fttE']"
4o7kA,4ovbA,"['4o7kA']"
4g3hC,4g3hC,"['4g3hA', '4g3hB', '4g3hD']"
6o11A,1kmjA,"['1c0nA', '6mriA', '6o11A', '5db5B', '6ndnA', '6uy5A', '6mreA', '1kmkA', '6uy5B', '6mr2A', '1jf9A', '1i29A', '6mr6A', '5db5A', '6o12A', '6o10A', '6mrhA', '6o13A']"
4wbyA,4wc0A,"['4wc5A', '4wc4A', '1vfgB', '4wbzA', '4wc1A', '4wc3A', '4wc7A', '4wbyA', '4wc2A', '4wc6A', '4x0aA', '4x0bA']"
3ogfA,3ogfA,"['3ogfC']"
3ogfA,3ogfB,"[]"
3m0zD,3m0zB,"['3m0zA', '3m0zD', '3m0zC']"
4ofpA,4ofpC,"['4ofpA', '4ofpB', '4ofpD']"
4xr9A,4xrrB,"['4xrrA', '4xr9B', '4xr9A']"
3dlvB,3dlvB,"[]"
2x1lA,2x1mA,"['2x1lB', '2x1lC', '2x1lA']"
5dq0A,5dq0A,"['5dn2C', '5dn2B', '5dn2A', '5dn2D']"
3x0vA,7c3hB,"['7c3jA', '3x0vB', '3x0vA']"
4a4kA,4a4kA,"['4a4kE', '4a4kI', '4a4kG', '4a4kC']"
5mz2I,5mz2N,"['5mz2O', '5mz2P', '5mz2L', '5mz2M', '5mz2K', '5mz2I', '5mz2J']"
4x0kA,4x0kA,"['4x0kH']"
6lugB,6luhB,"['6lugB']"
6lugB,6lugA,"[]"
5lzlA,5lzlE,"['5lzlL', '5lzlB', '5lzlJ', '5lzlI', '5lzlG', '5lzlK', '5lzlC', '5lzlA', '5lzlH', '5lzlF', '5lzlD']"
3gzfA,3gzfB,"['3gzfD', '3gzfC', '3gzfA']"
6lyvA,6lyvK,"['6lyvI', '6lyvM', '6lyvO', '5nn7A', '5nnuB', '6lyvA', '5nnhA', '5nnuD', '5nnuE', '5nnuA', '6lyvC', '6lyvG', '6lyvE']"
4rhv3,2rm23,"['1hri3', '2rs33', '1rue3', '1rui3', '1vrh3', '1r093', '2hwc3', '2rmu3', '2r043', '1rvf3', '1hrv3', '2hwb3', '1rug3', '1ruj3', '1na1C', '1k5mC', '2r063', '4pdwC', '1ruf3', '1ruc3', '1r083', '1rud3', '1ruh3', '2rs53', '2r073', '1ncqC', '4rhv3', '2rr13', '2rs13', '1rmu3']"
6d57B,4etsB,"['6d57B']"
6drrB,6drrA,"['6drrB', '6ds1A', '6ds1B', '6ds1C', '6ds1D']"
3kcmD,3kcmA,"['3kcmC', '3kcmB', '3kcmD', '3kcmE']"
4gypA,4gypA,"['1ec9D', '1ecqC', '1ecqD', '3pwgC', '1jdfB', '1ec9A', '1ec8D', '3pwgB', '1ec8B', '1ec7D', '1jctB', '1ec7C', '1jctA', '1ec7A', '1ec9C', '4gypB', '1jdfC', '1ec9B', '1ec8C', '1ec7B', '3pwiB', '3pwgA', '1ec8A', '1ecqB', '1jdfD', '3pwiA', '1jdfA', '3pwgD', '1ecqA']"
3hb0A,3hb0D,"['3hb0B', '3gebC', '3gebB', '3hb1D', '3hb0A', '3hb0C', '3gebD', '3hb1C', '3hb1B', '3hb1A', '3gebA']"
6wuuB,6xaaA,"['6wzuA', '6xa9E', '6xg3A', '6wuuD', '6wuuC', '6wx4D', '6w9cB', '6wuuA', '6wuuB', '6xa9C', '6xa9A', '6w9cA', '6w9cC', '6wrhA']"
6aboA,1ik9B,"['3ii6A', '3ii6C', '1fu1B']"
6aboA,6aboA,"['1ik9A']"
6aboA,3ii6D,"['3ii6B']"
2b1xA,2b24A,"['2b24E', '2b1xE', '2b1xA', '2b24C', '2b1xC']"
6jn8A,6jmxA,"['6jn7C', '6jn7A', '6jmzA', '6jn8A', '6kv1A', '6jn1A', '6jn0A', '6jmyA', '6jn7B']"
4q5iB,5fh9A,"['3hyrC', '4r98B', '3hytB', '3i8xB', '3i8sA', '4q5iA', '4r98A', '4q5iC', '4q5iE', '3i92B', '4q00C', '3i92A', '4q00B', '3hytA', '5fh9B', '4q5iF', '3i8sB', '4q00A', '3i92C', '3i8xA', '3i8sC', '4q5iB', '4q5iD', '3i8xC', '3hyrB', '3hyrA']"
4hi4A,4hi4D,"['4hi4B', '4hi4A', '4hi4G']"
4jbwF,3puvF,"['2r6gF', '3puyF', '4ki0F', '3puwF', '3puxF', '3rlfF']"
4jbwF,3puzF,"['3pv0F', '4khzF']"
4jbwF,4jbwH,"[]"
4jbwF,4jbwF,"[]"
6g1hA,6g1mD,"['6g1mC', '6g1hA', '6g1mB', '6g1mA']"
3nnhD,3nnhB,"['3nnhC', '3nnhD', '3nnhA']"
2az4B,2az4B,"['2az4A']"
1y6hA,1szzF,"['1veyB', '1szzA', '1szzH', '1veyA', '1vezB', '1szzB', '1sv2A', '1szzG', '1y6hB', '1sv2B', '1szzE', '1y6hA', '1vevB', '1szzC', '1vevA', '1vezA', '1szzD']"
1cq3A,1cq3B,"['1cq3A']"
2q40A,1xfiA,"['2q40A']"
6wh9F,6wh9I,"['6wh9F', '6wh9C']"
6s83A,6s83B,"['6s81D', '6s83H', '6s83A', '6s83C', '6s83E', '6s81C', '6s81B', '6s83F', '6s83D', '6s81A', '6s83G']"
2snsA,2f0gA,"['1stbA', '2ey2A', '1kdaA', '1ey9A', '2ey1A', '2f0tA', '1a3uA', '1kabA', '1ihzA', '2f0dA', '2snmA', '1syeA', '1kaaA', '2eyfA', '2eyjA', '1eyaA', '1encA', '1stnA', '2snsA', '2f0lA', '2f0eA', '2f0nA', '1ii3A', '1stgA', '1sycA', '4k14A', '1a3vA', '1eycA', '1ey0A', '1kdcA', '1ey8A', '2eymA', '1enaA', '1kdbA', '1sthA', '1f2yA', '4k8iA', '1syfA', '1sydA', '1snmA', '1sygA', '2eylA', '2f0iA', '5nucA', '4i65A', '2f0vA', '2ey6A', '4g57A', '2f0sA', '1f2mA', '1nsnS', '1sncA', '4k8jA', '2f0kA', '4odgA', '2f0pA', '1sybA', '1nucA', '1ey7A', '2eyoA', '1aexA', '1ez8A', '1f2zA', '1eydA', '1ey5A', '2f0qA', '1a3tA', '1styA', '4h7bA', '2ey5A', '4qb4A', '2f0oA', '1ey4A', '2rksA', '2eyhA', '4worA', '1staA', '2exzA', '2enbA', '4r8nA', '3nucA', '1ey6A', '2f0hA', '1a2tA', '2f0uA', '2f0mA', '2eypA', '1a2uA', '2f0jA', '2f0fA', '1ez6A', '2nucA', '1snoA', '3d6cA', '4id6A', '1eqvA', '2f0wA']"
2snsA,1sndA,"['1sndB']"
6g8wA,6g8wA,"[]"
2r3bB,2r3bA,"['2r3bB']"
6b27A,6b26A,"['6b28A', '6b27B', '6b27F', '6b27D', '6b27E', '6b27A', '6b27C']"
2bhwA,2bhwB,"['1rwtB', '2bhwC', '1rwtG', '1rwtI', '4lczA', '4lczC', '1rwtH', '1rwtF', '4lczB', '1rwtE', '1rwtA', '1rwtC', '2bhwA', '1rwtD', '1rwtJ']"
3icaB,3icaA,"['3icaB']"
4bgvA,4bgvB,"['4bgvC', '4bgvD', '4bgvA']"
5xvhA,5xvhA,"['3w6zA', '3ws7A', '3w6uA']"
1o60A,1o60A,"['1o60D', '1o60C', '1o60B']"
6jciA,6jymA,"['6jciA']"
2pmoX,2pmnX,"['2pmoX', '2pmlX']"
5bnzA,5bnzA,"['5bnzB']"
5ahuB,5ahuB,"['5ahuD']"
2f1kA,2f1kA,"['2f1kC', '2f1kB', '2f1kD']"
2zwiB,2zwiB,"['2zwiA']"
6pzfF,6pzfH,"['6pzfF']"
1wgbA,1wgbA,"['1yoaA']"
4ic1D,4ic1B,"['4ic1C', '4ic1J', '4ic1G', '4ic1D', '4ic1H', '4ic1K', '4ic1A', '4ic1F', '4ic1I']"
4hetA,4hetA,"['4hetB']"
6kz8A,6kz9A,"['6kz8A', '6kz8B']"
3k9vA,3k9yB,"['3k9vB', '3k9vA', '3k9yA']"
4fz2A,4fz2B,"['4fz2A']"
3kalA,3kalB,"['3kajA', '3kalA']"
5heiA,5heiF,"['5heiG', '5heiB', '5heiH', '5heiA', '5heiE', '5heiD', '5heiC']"
3tm5A,3tm5B,"['3tm4B', '3tljA', '3tljB', '3tm5A', '3tm4A']"
5vt3B,5vt3A,"['5usxA', '5usxB', '5vt3B']"
5vt3B,5utxA,"[]"
6jkaC,1wupC,"['5ev8B', '5ev8D', '4c1gA', '5ev8C', '5ev6A', '1dd6B', '1wupA', '4uamA', '4c1fB', '1jjeA', '6jkaC', '1ddkA', '1wuoB', '6jkaA', '1dd6A', '1vgnA', '3wxcB', '1jjtB', '4c1gB', '6lblA', '6jkaD', '2dooA', '1jjeB', '1jjtA', '1wuoD', '1wupD', '1wuoA', '5hh4C', '1vgnB', '5ev8A', '5ev6B', '4uamD', '5ewaD', '4c1fA', '5ewaC', '4uamC', '2dooB', '6jedA', '4uamB', '5ewaB', '1wuoC', '5hh4D', '4f6zA', '4f6hA', '5y5bA', '5hh4A', '3wxcA', '1wupB', '5ev6D', '5ev6C', '6jkaB', '5ewaA', '5hh4B']"
2cmhA,5x0zC,"['2cmgA', '5x0zA', '2cmhA', '2cmgB', '2cmhC', '2cmhB', '5x0zD', '5x0zB']"
5tl4A,5x1mA,"['5x1jA', '5x1jC', '5tl4C', '5tl4B', '5x1nA', '5x1nB', '5x1lA', '5x1jB', '5x1iA', '5x1kC', '5x1lB', '5tl4D', '5x1iB', '5x1lC', '5x1mC', '5x1kA', '5x1mB', '5x1kB', '5tl4A', '5x1iC']"
5n4bA,5n4dA,"['5n4cC', '5n4cA', '5n4cB', '5n4bA', '5n4cD', '5n4bB', '5n4eA', '5n4dB', '5n4eB']"
5n4bA,5n4fA,"[]"
3nqyB,3nqzB,"['3nqyB', '3nqxA']"
5yznA,6igrA,"['5yznB', '5yznA', '5yzmC', '5yzoD', '5yzoA', '6ikgC', '6ikgD', '5yzoC', '5yzmB', '5yzmA', '6igrD', '6ikgB', '5yzoB', '5yznC', '5yznD', '6igrB', '6igrC', '6igpA', '6igqB', '6ikgA', '6igqA']"
6scxA,6scxC,"['6scxB', '6scxA']"
1idbA,3s45B,"['2hpeB', '1ivqA', '2hpfA', '1hshA', '1hshB', '2mipD', '3ec0B', '1ivpA', '1hiiA', '5upjB', '1hsiA', '6upjB', '1jldA', '1idaA', '1idbA', '3ebzA', '3ecgB', '1idbB', '3upjB', '1idaB', '3ec0A', '1ivqB', '4upjB', '2hpfB', '3ecgA', '2hpeA', '1hshC', '1ivpB', '3upjA', '4upjA', '6upjA', '1hiiB', '1hsiB', '3s45A', '5upjA', '2mipC', '1hshD', '2mipB', '2mipA', '1jldB', '3ebzB']"
6qx6A,6qx6A,"['6qwqA', '6qx6B']"
1devB,1mk2B,"['1devB', '1devD']"
5htrA,5htxA,"['5htrA', '5htvA']"
4i04B,4i04D,"['4i04A', '4i04C', '4i04B']"
4u2mB,4u2mB,"['4u2mD', '4u2mC']"
2pntB,2egoA,"['2egoB', '2pntA', '2pntB']"
1cr9H,1cr9H,"['1cu4H']"
1jmuB,1jmuF,"['1jmuD', '1jmuB']"
6dkhC,6dkhB,"['6dkhD', '6dkhA', '6dkhC']"
2o9tA,2o9rA,"['2jieA', '2z1sA', '2o9tA', '2o9pA']"
6kvxA,6jg0A,"['4xsjA', '6kvxA', '5bz6A']"
3rbbB,3rbbD,"['3rbbB']"
2ql2B,2ql2B,"['2ql2D']"
1oioA,2bs8A,"['1oioB', '1zk5A', '2bsbA', '4k0oA', '3ffoA', '2bs71', '1oioA']"
3kjjB,3kjkJ,"['3kjkF', '3kjkC', '3kjkB', '3kjjC', '3kjjE', '3kjjF', '3kjkG', '3kjjJ', '3kjkL', '3kjkD', '3kjkH', '3kjkA', '3kjjD', '3kjjH', '3kjkI', '3kjjA', '3kjjI', '3kjjK', '3kjjB', '3kjkE', '3kjkK']"
3r4kA,3r4kD,"['3r4kA']"
3r4kA,3r4kC,"['3r4kB']"
3lmlA,3lmlF,"['3lmlB', '3lmlA', '3lmlD', '3lmlE', '3lmlC']"
1y9zB,1v6cA,"['1y9zA', '1wvmA', '1y9zB', '1wvmB', '1v6cB']"
3wdwA,3wduD,"['3wdyA', '3wdvC', '3wdwA', '3wdwB', '3wdvD', '3wdvA', '3wdxA', '3wduB', '3wdyC', '3wduA', '3wduC', '3wdtA', '3wdyD', '3wdtB', '3wdvB', '3wdyB', '3wdxB', '3wdtD', '3wdtC']"
1dysA,1dysA,"['1dysB']"
4lmaA,4lmaA,"['4lmaB']"
1jhhA,3jspB,"['3jsoB']"
1jhhA,1jhhA,"['1jhfA']"
1jhhA,3jsoA,"[]"
1jhhA,3jspA,"[]"
1lofD,1locF,"['1lobF', '1lgcB', '1lofB', '1loaD', '1lobB', '1lodF', '1lofD', '1lodH', '1locD', '1lgcD', '1locH', '1lobH', '1logD', '1loeD', '1lobD', '1loaB', '1loaH', '1lodB', '1lodD', '1loaF', '1locB']"
6nytA,6nytA,"[]"
5gs5C,5gs5D,"['5gs5C']"
5gs5C,5gs5B,"[]"
2dyhA,6qmcA,"['5fnrA', '6qmjA', '5fznA', '3adeA', '5fntA', '1x2jA', '5fnsA', '5fnqA', '5fnuA', '2dyhA', '6qmkA', '6qmeA', '2z32A', '1x2rA', '6qmdA', '5fzjA']"
2hyiC,3ex7H,"['2xb2A', '2j0sA', '3ex7C', '2j0qA', '2j0qB', '2hyiI', '2hyiC', '2xb2X']"
2hyiC,2hxyA,"['2j0uB', '2j0uA', '2hxyB', '2hxyD', '2hxyC']"
2hyiC,4c9bA,"[]"
2i5pO,2i5pP,"['2i5pO']"
5z7mA,5z7oA,"['1k9tA', '1ffqA', '1x6nA', '1edqA', '2wlzA', '1ehnA', '5z7pA', '2wk2A', '2wm0A', '2wlyA', '5z7mA', '1ffrA', '1x6lA', '1nh6A', '1eibA', '1ctnA', '1rd6A', '5z7nA']"
5tpnA,4zypB,"['5k6iF', '5c6bF', '5tpnA', '5k6fF', '5c69A', '4jhwF', '5k6hF', '4zypA', '4zypC', '5k6bF', '5k6gF', '5k6cF']"
2p12A,2p12A,"['2p12B']"
2rkuA,2rkuA,"['4j52A', '4j53A']"
6ousN,6ousR,"['6ousV', '6ousX', '6ousT', '6ousP', '6ousN']"
4gn0A,4gn0A,"['4gn0C', '4gn0D', '4gn0B']"
7cbbA,7cbbB,"['7cbbA']"
1ei7A,1ei7B,"[]"
1ei7A,1ei7A,"[]"
6gyfB,6gyeB,"['6gyfB', '6gyeA', '6gzoA', '6gzoB', '6gyfA']"
5l2hB,5l2hA,"['5l2hC', '5l2hB', '5l2hD']"
2f22B,2f22A,"['2f22B']"
3nfgB,3nffB,"['3nfgH', '3nfgD', '3nfgP', '3nffD', '3nfgN', '3nfgB', '3nfgF', '3nfgJ', '3nfgL', '3nffH', '3nffF']"
6i1fA,6hzhB,"['6hzhA', '6i1gB', '6i1fA', '6i1hB', '6i1fB', '6i1hA']"
6xfoB,5z7zB,"['6xfoB', '5z7zA', '6xfoA']"
5dz2A,5dz2B,"['5dz2A']"
1pffA,1pffA,"['1pffB']"
5mq4C,5mq4C,"[]"
4monB,4monD,"['3monH', '1krlB', '3monD', '4monB', '3monB', '1krlD', '3monF']"
6sdrB,6sdvB,"['6sdrB']"
6wj1H,6wj1G,"[]"
6wj1H,6wj1H,"[]"
4xacA,4xacA,"['4xabA']"
3zwlD,4u1eI,"['3zwlB', '3zwlD']"
5mk8A,5v38A,"['5mk8A', '5mk8B', '5v38B']"
2yy3A,2yy3C,"['2yy3A', '2yy3B']"
2ex5A,2ex5A,"['2ex5B']"
5zcjB,6d0lA,"['4zg0B', '6co1A', '5z78B', '6d0lB', '4zg0A', '5zcjB', '6co1D', '5z78A', '5zcjA', '6co1B', '6co1C']"
4rzhA,4rzhB,"['4rzhA']"
1mjuH,1mjjB,"['1mjuH', '1mjjH']"
6akqA,6icfA,"['6al0A']"
6akqA,6akqA,"[]"
1vddA,2v1cB,"['2v1cA']"
1a75B,1a75A,"['1a75B']"
6dfsA,6dfsA,"['6dfqC', '6dfqA', '6dfqE']"
5uttA,5uttD,"['5uttA', '5uttC', '5uttB']"
5ms2A,5ms2A,"[]"
2q58A,2o1oA,"['2q58A']"
5e5uB,5e5uB,"['5e5uD']"
4aeiH,4aeiJ,"['4aeiH', '4aeiI']"
6glxC,6glxC,"['6glxH']"
5c3eG,2ja7S,"['4a3lG', '3fkiG', '1y1yG', '5c4aG', '3i4nG', '5c4xG', '2ja7G', '1y1vG', '3k1fG', '4a3gG', '3po2G', '5c44G', '1y77G', '3qt1G', '2ja6G', '2r93G', '3i4mG', '1wcmG', '2r92G', '4a3dG', '4a3mG', '3houG', '1y1wG', '4a3bG', '1y14B', '4a3cG', '4bxxG', '5u5qG', '3hoyG', '3po3G', '5c3eG', '4a93G', '4a3fG', '4a3jG', '2b63G', '2ja8G', '3hozG', '4bxzG', '2vumG', '5ot2G', '4a3eG', '2ja5G', '4bbsG', '5ip9G', '3hovG', '4by1G', '1y14D', '5ip7G', '4a3iG', '3hoxG', '3howG', '4a3kG', '3houS', '4by7G', '4bbrG', '2r7zG', '3h3vH']"
5c3eG,1nt9G,"['1pqvG']"
5j6bA,5j6bB,"['5j6bC', '5j6bD', '5j6bA']"
2h1iA,2h1iA,"['2h1iB']"
5m0yA,5m0yA,"[]"
6dnmA,6drqA,"['6dnmA']"
5gizA,5y8aB,"['5b58T', '5y8aA', '5gizB', '5y89A', '5y89B', '5gizA']"
3ni0A,3ni0A,"[]"
3bitA,3bipA,"['3bipB', '3bitB', '3biqA', '3bitA']"
4jerA,4jetI,"['4jetD', '4jetG', '4jesA', '4jetJ', '4jetB', '4jerA', '4jetF', '4jetE', '4jetC', '4jesB', '4jetH', '4jetA']"
6e62P,6e62P,"['6h5nA', '6e62A', '6h5nD', '6e63P']"
4hz0A,4hz0B,"['4hz0A', '3fv5B']"
6uh2B,6uh2A,"[]"
6uh2B,6uh2B,"[]"
3edvA,3edvB,"['3edvA']"
5xwpA,5xwpA,"['5xwpB']"
1ytuB,2w42A,"['2bggA', '1w9hA', '2bggB', '2w42B', '1ytuB', '1ytuA']"
3eeaA,3eeaA,"['3eeaB']"
6iekB,6iekE,"['6iekB']"
6jdqA,6je4A,"['6je4E', '6je4O', '6je4K']"
6jdqA,6jdqA,"['6je9A', '6je9C']"
6jdqA,6kc8A,"['6jdvA']"
5m8sA,5m8pC,"['5m8pD', '5m8tA', '5m8sC', '5m8rD', '5m8sB', '5m8oA', '5m8sA', '5m8mA', '5m8qC', '5m8tD', '5m8lB', '5m8oD', '5m8mD', '5m8lA', '5m8mB', '5m8pA', '5m8rC', '5m8mC', '5m8nC', '5m8qD', '5m8tC', '5m8lC', '5m8sD', '5m8nA', '5m8rB', '5m8tB', '5m8qB', '5m8nB', '5m8nD', '5m8qA', '5m8oB', '5m8lD', '5m8oC', '5m8rA', '5m8pB']"
5h23A,5h23B,"['5h23A']"
4xb6C,4xb6C,"['4xb6G']"
4z9mC,4z9mF,"['4z9mD', '4z9mE', '4z9mC', '4z9mH']"
1cglA,1cgeA,"['2j0tB', '966cA', '3shiG', '3shiA', '3shiM', '1hfcA', '1cglB', '1cgfA', '2j0tA', '1cgfB', '2tclA', '1cglA', '2j0tC']"
4bxrA,4bxrA,"['4bxrB']"
1ls5A,1ls5A,"['5i70B', '5i70A', '1ls5B']"
2howA,1wn1B,"['2howA', '2howB', '1wn1A']"
2eb0B,2eb0A,"['2eb0B']"
1cofA,4kedA,"['4keeA', '4kefA', '1cfyA', '1cofA', '4kedB', '1qpvA', '1cfyB']"
4f43A,4f43A,"['4f41A']"
6c62C,6c6gD,"['6c62C', '6c6gC', '6c62D']"
1dkrB,1dkuA,"['1dkrA', '1ibsA', '1ibsB', '1dkuB', '1dkrB']"
4qciD,4hqxA,"[]"
3pufH,3pufH,"[]"
3cneA,3cneA,"['3cneD', '3cneB', '3cneC']"
1iejA,1nftA,"['1tfaA']"
1iejA,1nntA,"['1iejA']"
6sekA,6sekB,"['6sekA']"
2cvjA,2ywlA,"['2cvjA', '2ywlB']"
1xl3B,1xl3B,"['1xl3A']"
1zrtD,1zrtQ,"['1zrtD']"
4ygfG,4yhaE,"['5tt3A', '5tt3F', '4yhaB', '4ygfE', '4yhaF', '5tt3C', '4ygfA', '5tt8G', '4ygfG', '5tt8F', '5tuoD', '4xfwB', '5tv3E', '4yhaH', '4ygfH', '4ygfD', '5tt3H', '5tt8H', '5tuoG', '5tuoE', '4yhaA', '4ygfC', '5tuoH', '5tt8B', '4yhaG', '5tv3A', '5tt3E', '5tt3G', '4ygfF', '5tv3H', '4yhaD', '4ygfB', '5tv3C', '4xfwA', '5tuoA', '5tv3B', '5tv3F', '5tuoC', '5tt3B', '5tuoB', '4yhaC', '5tv3D', '5tt8C', '5tt8E', '5tv3G']"
1xg7A,1xg7B,"['1xg7A', '4piiA']"
2v6bB,2v6bB,"['2v6bD', '2v6bC', '2v6bA']"
4if4A,4gvpB,"['4gvpA', '4gvpD', '4gvpC']"
4if4A,4if4A,"['4if4B']"
4if4A,4if4D,"['4if4C']"
6b4fC,6b4fD,"['6b4fC']"
6b4fC,6b4iC,"[]"
5yctA,5yctA,"['5yctB']"
6fj1A,2hklA,"['2hklB', '2hklC', '1zatA', '6fj1A', '6fj1B', '6fj1C']"
2fyfA,2fyfB,"['3vomB', '3vomA', '2fyfA']"
1ochA,1o9pA,"['1o9qA', '1ockA', '1ocmB', '1ocmA', '1obiB', '1oblB', '1o9pB', '1ockB', '1objB', '1obkA', '1o9nB', '1objA', '1o9oA', '1oclB', '1oblA', '1o9nA', '1obiA', '1ochA', '1obkB', '1o9qB', '1oclA', '1ochB', '1o9oB']"
2q4eB,1ydwB,"['2q4eA', '2q4eB', '1ydwA']"
6novD,6novD,"['6novB']"
2ga0A,2ga0A,"['2ga0D', '2ga0E', '2ga0C', '2ga0F', '2ga0H', '2ga0G', '2ga0B']"
2z2rA,2z2rA,"['2z2rB']"
1dslA,1gamB,"['1dslA', '1gamA']"
2r6iA,2r6iB,"['2r6iA']"
4necB,4necA,"['4necB', '4necD']"
2jb5L,2jb5L,"['2jb6A', '2jb6L']"
6nsmA,6nsmA,"['6nsrA', '6nsmB', '6nsnA', '6nsrB', '6nsnB']"
6nsmA,6nsrM,"[]"
6xz8B,4zgxF,"['4zgxB', '4zgxA', '4fdhA', '4dvqJ', '6xz8C', '6xz8B', '4dvqH', '4fdhJ', '4dvqB', '4zgxI', '6xz8A', '4fdhB', '4fdhK', '4dvqA', '4dvqK', '4dvqI', '4dvqC', '6xz9A', '4fdhF', '4fdhG', '4zgxH', '4fdhD', '4zgxG', '4zgxD', '4dvqE', '4fdhE', '4fdhI', '4fdhH', '6xz9B', '4zgxJ', '4fdhL', '4dvqF', '4zgxE', '4zgxC', '4dvqD', '4dvqG', '6xz9C', '4fdhC', '4dvqL', '4zgxL', '4zgxK']"
5ogeG,5ogeF,"['5ogeE', '5ogeG']"
1jd7A,1jd7A,"['1aqhA', '1kxhA', '1aqmA', '1l0pA', '1jd9A', '1b0iA', '1g94A', '1g9hA']"
3gh4A,3gh4A,"['3gh7A', '3suuA', '3gh5A', '3suwA', '3surA', '3suvA', '3sutA', '3susA']"
2zf5O,6k79A,"['6k78A', '6k79B', '6k76B', '6k78C', '2zf5O', '6k78B', '6k76A', '2zf5Y', '6k79D', '6k79C']"
3qnwB,3qnwB,"['3qnwD']"
6aniH,6aniH,"['6aniI']"
6zn3F,6zn3F,"['6zn3I', '6zn3L']"
3c8zB,3c8zA,"['3c8zB']"
